receptor,emisor,fecha
555725842,555071520,01/06/2019
555679736,555776649,01/06/2019
555620948,555229377,01/06/2019
555840181,555886747,01/06/2019
555911020,555468597,01/06/2019
555270680,555157533,01/06/2019
555603805,555161317,01/06/2019
555715802,555038564,01/06/2019
555700433,555607292,01/06/2019
555196998,555096816,01/06/2019
555210794,555400038,01/06/2019
555487919,555024457,01/06/2019
555344050,555670261,01/06/2019
555220562,555572937,01/06/2019
555308836,555232937,01/06/2019
555863581,555676385,01/06/2019
555370290,555474322,01/06/2019
555709207,555745473,01/06/2019
555139384,555368819,01/06/2019
555236897,555367449,01/06/2019
555755982,555276005,01/06/2019
555741339,555141929,01/06/2019
555460256,555858419,01/06/2019
555203606,555642755,01/06/2019
555756810,555081134,01/06/2019
555694621,555074526,01/06/2019
555660995,555001345,01/06/2019
555865758,555175072,01/06/2019
555070907,555958109,01/06/2019
555772329,555439446,01/06/2019
555353537,555168119,01/06/2019
555178499,555701623,01/06/2019
555354438,555690263,01/06/2019
555533701,555997310,01/06/2019
555973898,555543960,01/06/2019
555989614,555956399,01/06/2019
555250792,555452237,01/06/2019
555192225,555499341,01/06/2019
555251485,555594376,01/06/2019
555186352,555682014,01/06/2019
555487688,555159258,01/06/2019
555758557,555613798,01/06/2019
555834378,555178701,01/06/2019
555710395,555962894,01/06/2019
555035639,555116935,01/06/2019
555174152,555918753,01/06/2019
555907680,555644165,01/06/2019
555671137,555399361,01/06/2019
555037344,555396293,01/06/2019
555322269,555635022,01/06/2019
555797097,555736722,01/06/2019
555210741,555665042,01/06/2019
555344829,555345392,01/06/2019
555777277,555106655,01/06/2019
555899035,555785781,01/06/2019
555447151,555315152,01/06/2019
555258395,555279737,01/06/2019
555653260,555035869,01/06/2019
555757091,555383688,01/06/2019
555513895,555100009,01/06/2019
555980930,555903411,01/06/2019
555398427,555937600,01/06/2019
555074312,555690451,01/06/2019
555472246,555499378,01/06/2019
555094713,555746159,01/06/2019
555749751,555927250,01/06/2019
555343521,555265635,01/06/2019
555226946,555041060,01/06/2019
555483769,555861659,01/06/2019
555772200,555767928,01/06/2019
555905415,555333318,01/06/2019
555436589,555129030,01/06/2019
555192386,555226578,01/06/2019
555616280,555232593,01/06/2019
555414404,555687654,01/06/2019
555010776,555911845,01/06/2019
555290939,555251243,01/06/2019
555996245,555259689,01/06/2019
555506126,555787803,01/06/2019
555766125,555954687,01/06/2019
555372543,555294460,01/06/2019
555873968,555370938,01/06/2019
555179451,555363041,01/06/2019
555419328,555765470,01/06/2019
555634556,555993942,01/06/2019
555991434,555377669,01/06/2019
555467588,555771115,01/06/2019
555052288,555661908,01/06/2019
555869111,555258154,01/06/2019
555056869,555091908,01/06/2019
555633859,555421161,01/06/2019
555404042,555861963,01/06/2019
555474082,555362676,01/06/2019
555937233,555372725,01/06/2019
555351139,555528869,01/06/2019
555648562,555566202,01/06/2019
555008182,555629719,01/06/2019
555026965,555459248,01/06/2019
555406447,555369121,01/06/2019
555122018,555166581,01/06/2019
555642074,555408024,01/06/2019
555015369,555240645,01/06/2019
555831348,555430895,01/06/2019
555286120,555980777,01/06/2019
555679736,555149713,01/06/2019
555582007,555787089,01/06/2019
555855968,555720576,01/06/2019
555402418,555218508,01/06/2019
555304968,555745955,01/06/2019
555937233,555989222,01/06/2019
555392488,555683123,01/06/2019
555907680,555204241,01/06/2019
555524826,555872245,01/06/2019
555220760,555412851,01/06/2019
555763739,555135468,01/06/2019
555173488,555426456,01/06/2019
555899672,555874701,01/06/2019
555911586,555202665,01/06/2019
555153144,555723851,01/06/2019
555632292,555961724,01/06/2019
555193054,555753549,01/06/2019
555748875,555490526,01/06/2019
555410615,555655555,01/06/2019
555483350,555549213,01/06/2019
555036801,555917184,01/06/2019
555651890,555988370,01/06/2019
555342293,555412851,01/06/2019
555556423,555862994,01/06/2019
555747509,555029014,01/06/2019
555969221,555550689,01/06/2019
555876450,555922240,01/06/2019
555546389,555400038,01/06/2019
555048435,555494529,01/06/2019
555897664,555267748,01/06/2019
555704255,555052327,01/06/2019
555166740,555355220,01/06/2019
555648191,555605796,01/06/2019
555395692,555506006,01/06/2019
555194458,555128977,01/06/2019
555895626,555772970,01/06/2019
555678490,555187016,01/06/2019
555619472,555104543,01/06/2019
555477803,555317926,01/06/2019
555075562,555548434,01/06/2019
555799736,555036542,01/06/2019
555851487,555025076,01/06/2019
555188471,555562165,01/06/2019
555757132,555281310,01/06/2019
555323159,555506532,01/06/2019
555494982,555430895,01/06/2019
555233489,555609702,01/06/2019
555062460,555985688,01/06/2019
555241823,555989343,01/06/2019
555415310,555084999,01/06/2019
555813098,555606884,01/06/2019
555260374,555790308,01/06/2019
555113311,555326109,01/06/2019
555738105,555394850,01/06/2019
555272919,555033079,01/06/2019
555323664,555904934,01/06/2019
555524889,555752334,01/06/2019
555714819,555742361,01/06/2019
555478097,555957346,01/06/2019
555352202,555388884,01/06/2019
555286798,555353283,01/06/2019
555601213,555195640,01/06/2019
555984712,555260121,01/06/2019
555508198,555944913,01/06/2019
555862412,555886121,01/06/2019
555199253,555211081,01/06/2019
555863553,555265428,01/06/2019
555198925,555470220,01/06/2019
555504878,555798747,01/06/2019
555612994,555733644,01/06/2019
555998471,555372360,01/06/2019
555634012,555290105,01/06/2019
555126998,555262754,01/06/2019
555543721,555733870,01/06/2019
555068750,555881241,01/06/2019
555574554,555321336,01/06/2019
555162216,555731626,01/06/2019
555822106,555640752,01/06/2019
555713715,555341189,01/06/2019
555460256,555631093,01/06/2019
555415363,555945089,01/06/2019
555717264,555922881,01/06/2019
555758206,555386203,01/06/2019
555901498,555094235,01/06/2019
555538099,555237746,01/06/2019
555836735,555444915,01/06/2019
555400522,555546590,01/06/2019
555832156,555016047,01/06/2019
555608434,555163319,01/06/2019
555957353,555000732,01/06/2019
555838191,555173475,01/06/2019
555219663,555772869,01/06/2019
555961249,555158999,01/06/2019
555402392,555061242,01/06/2019
555873175,555431578,01/06/2019
555767928,555568187,01/06/2019
555821787,555791166,01/06/2019
555836798,555916348,01/06/2019
555524032,555862494,01/06/2019
555351260,555397755,01/06/2019
555935864,555828391,01/06/2019
555082240,555269579,01/06/2019
555663889,555663209,01/06/2019
555573559,555894321,01/06/2019
555051711,555532346,01/06/2019
555746185,555382222,01/06/2019
555015369,555978395,01/06/2019
555241558,555383496,01/06/2019
555333477,555078246,01/06/2019
555449271,555354578,01/06/2019
555602079,555523144,01/06/2019
555041129,555548237,01/06/2019
555664279,555748015,01/06/2019
555586955,555771215,01/06/2019
555310255,555119563,01/06/2019
555260253,555198654,01/06/2019
555989530,555311639,01/06/2019
555121036,555676562,01/06/2019
555419328,555097842,01/06/2019
555455911,555342358,01/06/2019
555510868,555913098,01/06/2019
555961878,555211046,01/06/2019
555931513,555652056,01/06/2019
555372681,555606101,01/06/2019
555048929,555567280,01/06/2019
555566945,555382992,01/06/2019
555080550,555155793,01/06/2019
555790517,555924436,01/06/2019
555112689,555775193,01/06/2019
555303146,555556098,01/06/2019
555122938,555186136,01/06/2019
555295094,555960167,01/06/2019
555959277,555204899,01/06/2019
555241938,555539886,01/06/2019
555353933,555312832,01/06/2019
555199812,555950215,01/06/2019
555418724,555781641,01/06/2019
555626595,555406447,01/06/2019
555880239,555893121,01/06/2019
555543459,555279654,01/06/2019
555535111,555747958,01/06/2019
555388444,555139211,01/06/2019
555386386,555163878,01/06/2019
555098319,555788668,01/06/2019
555235140,555150019,01/06/2019
555904948,555617391,01/06/2019
555191304,555485881,01/06/2019
555777816,555194155,01/06/2019
555364256,555374428,01/06/2019
555788668,555732582,01/06/2019
555557090,555119532,01/06/2019
555260334,555938849,01/06/2019
555095681,555160257,01/06/2019
555427735,555754964,01/06/2019
555059369,555721831,01/06/2019
555003200,555350241,01/06/2019
555204595,555434627,01/06/2019
555689687,555269642,01/06/2019
555400137,555145416,01/06/2019
555406812,555909338,01/06/2019
555541862,555566966,01/06/2019
555738765,555457387,01/06/2019
555873968,555278626,01/06/2019
555473643,555655694,01/06/2019
555356633,555179298,01/06/2019
555607244,555570911,01/06/2019
555042847,555090998,01/06/2019
555771403,555065586,01/06/2019
555834058,555092002,01/06/2019
555773258,555677474,01/06/2019
555962194,555214266,01/06/2019
555955248,555882320,01/06/2019
555037562,555265572,01/06/2019
555687138,555273333,01/06/2019
555237942,555599970,01/06/2019
555833996,555066497,01/06/2019
555885823,555072067,01/06/2019
555682685,555791904,01/06/2019
555404047,555793228,01/06/2019
555350508,555830526,01/06/2019
555309215,555565449,01/06/2019
555115096,555964499,01/06/2019
555518450,555928540,01/06/2019
555658241,555342608,01/06/2019
555118302,555466010,01/06/2019
555229136,555050867,01/06/2019
555399523,555243522,01/06/2019
555713000,555198400,01/06/2019
555020746,555495980,01/06/2019
555097005,555532723,01/06/2019
555875649,555547743,01/06/2019
555681936,555270583,01/06/2019
555193232,555693789,01/06/2019
555188643,555217685,01/06/2019
555179298,555296555,01/06/2019
555358176,555398486,01/06/2019
555145211,555056687,01/06/2019
555803043,555041060,01/06/2019
555774421,555451649,01/06/2019
555092143,555930065,01/06/2019
555421919,555677747,01/06/2019
555086466,555537587,01/06/2019
555905182,555679736,01/06/2019
555824275,555681593,01/06/2019
555560117,555507286,01/06/2019
555628600,555207676,01/06/2019
555823501,555798151,01/06/2019
555589470,555143691,01/06/2019
555292886,555520416,01/06/2019
555246453,555961512,01/06/2019
555833124,555030620,01/06/2019
555385369,555769778,01/06/2019
555258198,555082975,01/06/2019
555119642,555198002,01/06/2019
555483769,555031857,01/06/2019
555930117,555528673,01/06/2019
555517805,555552584,01/06/2019
555074386,555862022,01/06/2019
555559120,555864201,01/06/2019
555380691,555688042,01/06/2019
555147599,555084734,01/06/2019
555485140,555592649,01/06/2019
555929598,555988491,01/06/2019
555352888,555271307,01/06/2019
555283512,555639907,01/06/2019
555826409,555783829,01/06/2019
555984455,555608080,01/06/2019
555861722,555613121,01/06/2019
555867189,555694082,01/06/2019
555281310,555458587,01/06/2019
555683123,555774604,01/06/2019
555511766,555885755,01/06/2019
555357673,555083707,01/06/2019
555230697,555494529,01/06/2019
555553553,555668492,01/06/2019
555862264,555952902,01/06/2019
555874701,555489736,01/06/2019
555076157,555013376,01/06/2019
555816770,555430881,01/06/2019
555853924,555329800,01/06/2019
555132804,555058515,01/06/2019
555204899,555871013,01/06/2019
555975046,555351606,01/06/2019
555252256,555680552,01/06/2019
555755309,555740601,01/06/2019
555385224,555320937,01/06/2019
555014357,555079578,01/06/2019
555522809,555947673,01/06/2019
555119137,555110074,01/06/2019
555328442,555086467,01/06/2019
555451226,555527407,01/06/2019
555509576,555423784,01/06/2019
555625293,555908880,01/06/2019
555620810,555591115,01/06/2019
555755309,555536395,01/06/2019
555374492,555882028,01/06/2019
555224560,555758206,01/06/2019
555848427,555504441,01/06/2019
555033900,555608198,01/06/2019
555570651,555281869,01/06/2019
555381323,555740446,01/06/2019
555714322,555295193,01/06/2019
555912102,555297273,01/06/2019
555448429,555142762,01/06/2019
555854512,555036724,01/06/2019
555349435,555665354,01/06/2019
555292252,555251502,01/06/2019
555472752,555702056,01/06/2019
555794717,555627425,01/06/2019
555801080,555930578,01/06/2019
555568080,555732321,01/06/2019
555360963,555650659,01/06/2019
555428342,555644199,01/06/2019
555344495,555388849,01/06/2019
555697732,555616261,01/06/2019
555858250,555018021,01/06/2019
555320014,555460693,01/06/2019
555861722,555837700,01/06/2019
555529422,555714959,01/06/2019
555318891,555592649,01/06/2019
555036018,555582794,01/06/2019
555256726,555417768,01/06/2019
555119650,555107671,01/06/2019
555748607,555995972,01/06/2019
555507929,555767789,01/06/2019
555678490,555404084,02/06/2019
555687085,555931541,02/06/2019
555861963,555000311,02/06/2019
